Ensembl Gene ID,Ensembl Transcript ID,Fruitfly Ensembl Gene ID
ENSGALG00000021117,ENSGALT00000033985,FBgn0044020
ENSGALG00000021193,ENSGALT00000034132,
ENSGALG00000021213,ENSGALT00000034167,
ENSGALG00000021511,ENSGALT00000002030,
ENSGALG00000021683,ENSGALT00000040422,FBgn0039303
ENSGALG00000022293,ENSGALT00000029758,FBgn0261396
ENSGALG00000022802,ENSGALT00000036684,FBgn0033557
ENSGALG00000022808,ENSGALT00000008479,FBgn0022069
ENSGALG00000022874,ENSGALT00000033559,
ENSGALG00000022938,ENSGALT00000037128,FBgn0030878
ENSGALG00000023024,ENSGALT00000037441,
ENSGALG00000023135,ENSGALT00000016327,FBgn0010747
ENSGALG00000023294,ENSGALT00000011731,FBgn0000100
ENSGALG00000023401,ENSGALT00000038643,FBgn0037734
ENSGALG00000023407,ENSGALT00000038660,
ENSGALG00000023435,ENSGALT00000038740,
ENSGALG00000023444,ENSGALT00000038777,
ENSGALG00000023655,ENSGALT00000039451,
ENSGALG00000023689,ENSGALT00000039564,FBgn0026565
ENSGALG00000023812,ENSGALT00000039902,FBgn0039858
ENSGALG00000023838,ENSGALT00000039989,FBgn0015774
ENSGALG00000023838,ENSGALT00000039989,FBgn0015773
ENSGALG00000024159,ENSGALT00000040808,
